Onnett_id;Osall_id;Henkilo_id;Osnro;Kulj_matk;Ikä;Sukupuoli;Kortti;Seuraus;Seuraussel;Kulj_kans;Ajokortlk;Ajokortikä
8296409;14780483;14717739;1;KU;27;M; ;0;ei henkilövahinkoa;SF ;B           ;
8296403;14781791;14717722;1;KU;20;N;O;L;loukkaantunut;   ;EI          ;
8296998;14780137;14719619;1;XX;; ; ;-;NA;   ;            ;
8296779;14781403;14718158;1;KU;61;M; ;0;ei henkilövahinkoa;   ;ABEC        ;44
8296779;14781653;14719191;2;KU;15;M; ;L;loukkaantunut;   ;AM          ;
8297089;14780658;14717747;1;KU;25;N; ;0;ei henkilövahinkoa;SF ;B           ;8
8414097;14994617;14939957;1;KU;57;N; ;0;ei henkilövahinkoa;USA;C           ;
8414097;14994618;14939958;2;KU;55;M; ;0;ei henkilövahinkoa;SF ;ABECE       ;37
8411196;14990696;14936247;2;KU;42;N; ;0;ei henkilövahinkoa;SF ;B           ;24
8411196;14991444;14935529;1;MA;14;M; ;L;loukkaantunut;SF ;            ;
8411196;14991444;14935696;1;KU;15;N; ;L;loukkaantunut;SF ;            ;
8411257;14989897;14935143;1;KU;32;M; ;0;ei henkilövahinkoa;SF ;BECE        ;14
8411314;14989271;14935859;2;XX;; ; ;-;NA;   ;            ;
8411314;14989428;14934916;1;KU;33;N; ;0;ei henkilövahinkoa;SF ;B           ;11
8411315;14990633;14936512;2;KU;33;M; ;0;ei henkilövahinkoa;SF ;AB          ;16
8411315;14990759;14936010;1;KU;18;M; ;0;ei henkilövahinkoa;SF ;B           ;
8295989;14780782;14719070;2;KU;8;M; ;L;loukkaantunut;   ;            ;
8295989;14781416;14719135;1;KU;35;N; ;0;ei henkilövahinkoa;SF ;B           ;5
8411421;14989333;14934789;2;KU;57;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;39
8411421;14991442;14935650;1;MA;18;N; ;0;ei henkilövahinkoa;SF ;            ;
8411421;14991442;14935885;1;KU;19;N; ;0;ei henkilövahinkoa;SF ;B           ;
8411291;14990211;14934005;2;KU;18;N; ;0;ei henkilövahinkoa;SF ;B           ;
8411291;14991130;14936489;1;KU;42;N; ;0;ei henkilövahinkoa;SF ;B           ;24
8411197;14990693;14934579;2;KU;63;N; ;0;ei henkilövahinkoa;SF ;AB          ;44
8411197;14990804;14935614;1;KU;61;N; ;L;loukkaantunut;SF ;BE          ;43
8411248;14989538;14935217;1;KU;77;N; ;0;ei henkilövahinkoa;SF ;BE          ;47
8411248;14990356;14934636;2;KU;71;M; ;0;ei henkilövahinkoa;   ;AB          ;42
8411316;14990194;14935274;1;KU;34;M; ;0;ei henkilövahinkoa;SF ;AB          ;16
8411316;14991039;14936135;3;KU;26;M; ;0;ei henkilövahinkoa;KVO;B           ;
8411316;14991386;14934326;2;KU;52;M; ;0;ei henkilövahinkoa;SF ;AB          ;34
8411316;14991386;14936448;2;MA;24;N; ;0;ei henkilövahinkoa;SF ;            ;
8410966;14989637;14934124;2;KU;41;M; ;0;ei henkilövahinkoa;SF ;BECE        ;
8410966;14990089;14935896;1;KU;56;N; ;0;ei henkilövahinkoa;SF ;            ;
8410967;14989235;14935200;1;KU;56;N; ;0;ei henkilövahinkoa;   ;AB          ;37
8410967;14990826;14936048;2;KU;41;M; ;0;ei henkilövahinkoa;   ;BECE        ;23
8411462;14990790;14935213;1;KU;18;M; ;0;ei henkilövahinkoa;SF ;A1B         ;
8411462;14990790;14936037;1;MA;17;M; ;0;ei henkilövahinkoa;SF ;            ;
8411429;14989462;14936339;1;KU;38;M; ;0;ei henkilövahinkoa;SF ;BC          ;21
8410797;14990081;14934038;2;KU;60;M; ;0;ei henkilövahinkoa;SF ;B           ;15
8410797;14990662;14936644;1;KU;18;M; ;0;ei henkilövahinkoa;SF ;            ;
8410935;14990413;14935450;1;KU;18;N; ;0;ei henkilövahinkoa;SF ;            ;
8410801;14989163;14935261;2;KU;63;M; ;0;ei henkilövahinkoa;SF ;ABECE       ;45
8410801;14989485;14934942;1;MA;84;N; ;K;kuollut;SF ;            ;
8410801;14989485;14935373;1;KU;84;M; ;K;kuollut;SF ;ABE         ;46
8410801;14989740;14934967;5;KU;68;M; ;0;ei henkilövahinkoa;SF ;ABECE       ;48
8410801;14989740;14935120;5;MA;74;M; ;0;ei henkilövahinkoa;SF ;            ;
8410801;14991278;14936425;4;KU;25;M; ;L;loukkaantunut;SF ;ABE         ;7
8411029;14989016;14936552;1;KU;19;N; ;0;ei henkilövahinkoa;SF ;A2B         ;
8411277;14989412;14936464;1;KU;64;M; ;0;ei henkilövahinkoa;SF ;BECD        ;8
8411277;14990143;14934058;2;MA;13;M; ;0;ei henkilövahinkoa;SF ;            ;
8411277;14990143;14934325;2;KU;21;N; ;0;ei henkilövahinkoa;SF ;B           ;
8411277;14990143;14934380;2;MA;19;N; ;0;ei henkilövahinkoa;SF ;            ;
8411277;14990143;14934584;2;MA;49;N; ;0;ei henkilövahinkoa;SF ;            ;
8410386;14990940;14934539;1;KU;86;M; ;0;ei henkilövahinkoa;SF ;            ;
8410386;14990940;14935226;1;MA;85;N; ;L;loukkaantunut;SF ;            ;
8410444;14989064;14935106;2;KU;59;N; ;0;ei henkilövahinkoa;SF ;ABE         ;27
8410444;14991002;14934332;1;KU;63;N; ;0;ei henkilövahinkoa;SF ;AB          ;45
8410192;14989293;14935824;1;KU;15;M; ;L;loukkaantunut;   ;            ;
8296485;14781130;14718243;1;KU;38;N; ;0;ei henkilövahinkoa;SF ;AB          ;21
8296485;14781148;14717363;2;KU;25;N; ;0;ei henkilövahinkoa;SF ;B           ;7
8410150;14990778;14936697;1;KU;60;M; ;L;loukkaantunut;SF ;ABE         ;44
8411002;14989044;14936240;1;KU;33;M; ;0;ei henkilövahinkoa;SF ;B           ;15
8410602;14991066;14935675;1;KU;56;M; ;L;loukkaantunut;UKR;            ;
8410242;14989284;14935569;2;KU;17;M; ;L;loukkaantunut;SF ;AM/120      ;2
8410242;14991450;14934593;1;KU;69;N; ;0;ei henkilövahinkoa;SF ;AB          ;46
8410070;14989040;14933992;2;KU;59;N; ;L;loukkaantunut;SF ;ABE         ;38
8410070;14991547;14936600;1;KU;69;M; ;0;ei henkilövahinkoa;SF ;AB          ;48
8411317;14989901;14933988;1;KU;44;N; ;0;ei henkilövahinkoa;SF ;B           ;26
8411317;14991403;14935887;2;KU;41;N; ;0;ei henkilövahinkoa;SF ;BE          ;23
8410445;14990879;14934340;1;KU;59;M; ;0;ei henkilövahinkoa;SF ;ABECD       ;8
8411365;14989555;14935073;2;KU;36;M; ;0;ei henkilövahinkoa;SF ;AB          ;19
8411365;14990529;14934759;1;KU;23;N; ;0;ei henkilövahinkoa;X  ;B           ;
8410447;14989059;14934655;1;KU;19;M; ;0;ei henkilövahinkoa;SF ;B           ;
8410447;14990625;14935132;2;KU;56;N; ;0;ei henkilövahinkoa;SF ;AB          ;34
8410020;14989035;14936405;1;KU;77;M; ;0;ei henkilövahinkoa;SF ;ABE         ;49
8410020;14989721;14934201;2;KU;52;M; ;0;ei henkilövahinkoa;SF ;ABE         ;35
8411350;14989475;14935362;1;KU;20;M; ;0;ei henkilövahinkoa;   ;            ;
8410526;14989591;14936116;1;KU;65;N; ;0;ei henkilövahinkoa;SF ;AB          ;39
8410526;14990176;14934647;2;KU;39;M; ;0;ei henkilövahinkoa;SF ;BECEDE      ;
8410553;14990892;14934679;1;KU;73;M; ;0;ei henkilövahinkoa;SF ;ABE         ;49
8410553;14990950;14935880;2;KU;41;M; ;0;ei henkilövahinkoa;SF ;B           ;23
8410448;14990222;14935568;1;KU;15;M;O;L;loukkaantunut;SF ;EI          ;
8410938;14990789;14935394;1;KU;51;M; ;L;loukkaantunut;SF ;ABE         ;
8410058;14990636;14936334;1;KU;64;M; ;0;ei henkilövahinkoa;RUS;B           ;
8410058;14991073;14934541;2;MA;31;N; ;0;ei henkilövahinkoa;SF ;            ;
8410058;14991073;14934738;2;KU;31;M; ;0;ei henkilövahinkoa;SF ;ABCD        ;12
8410360;14990768;14935830;1;KU;77;M; ;0;ei henkilövahinkoa;   ;ABE         ;32
8410527;14989030;14934920;2;KU;16;M; ;L;loukkaantunut;SF ;A1          ;1
8410527;14990712;14934167;1;KU;80;M; ;0;ei henkilövahinkoa;SF ;ABE         ;45
8411198;14989427;14936414;2;KU;15;N; ;0;ei henkilövahinkoa;SF ;AM          ;
8411198;14991070;14935668;1;KU;81;M; ;0;ei henkilövahinkoa;SF ;ABE         ;50
8410654;14989168;14934042;2;KU;21;M; ;0;ei henkilövahinkoa;SF ;AB          ;6
8410654;14989964;14934238;1;KU;51;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;34
8410892;14989298;14934559;2;KU;16;M; ;L;loukkaantunut;SF ;AM/120      ;1
8410892;14990068;14935873;1;KU;47;N; ;0;ei henkilövahinkoa;SF ;ABE         ;29
8410974;14989336;14936330;2;KU;38;M; ;0;ei henkilövahinkoa;RUS;ABECE       ;
8410974;14990237;14934135;1;KU;40;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;22
8410975;14989997;14934051;1;KU;25;M; ;L;loukkaantunut;   ;BECE        ;8
8410975;14989997;14934431;1;MA;28;N; ;L;loukkaantunut;   ;            ;
8411031;14989140;14935387;1;KU;30;M; ;0;ei henkilövahinkoa;IRQ;B           ;
8410280;14990579;14936477;1;KU;82;N; ;0;ei henkilövahinkoa;SF ;ABE         ;47
8410197;14989805;14935979;2;JK;9;N; ;L;loukkaantunut;   ;            ;
8410197;14990620;14936688;1;KU;86;M; ;0;ei henkilövahinkoa;SF ;ABE         ;47
8410118;14991323;14934804;2;KU;19;N; ;0;ei henkilövahinkoa;SF ;B           ;
8410118;14991477;14936221;1;KU;26;M; ;0;ei henkilövahinkoa;SF ;BECE        ;8
8410013;14989467;14934892;1;KU;55;M; ;L;loukkaantunut;SF ;ABEC        ;
8410014;14990076;14936003;1;KU;28;N; ;0;ei henkilövahinkoa;SF ;B           ;10
8410014;14990605;14935363;2;XX;; ; ;-;NA;   ;            ;
8410385;14990119;14934290;1;KU;26;M;O;0;ei henkilövahinkoa;   ;EI          ;
8410496;14989836;14936317;1;KU;82;M; ;0;ei henkilövahinkoa;   ;BE          ;49
8410068;14989510;14936198;1;KU;43;M; ;0;ei henkilövahinkoa;SF ;BE          ;25
8410068;14990343;14934673;2;KU;29;M;O;0;ei henkilövahinkoa;SF ;EI          ;11
8410068;14990343;14935010;2;MA;24;N; ;0;ei henkilövahinkoa;SF ;            ;
8410149;14989275;14936381;1;KU;25;N; ;0;ei henkilövahinkoa;SF ;B           ;7
8410149;14991126;14935711;2;KU;45;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;27
8410862;14991512;14934561;1;KU;35;M; ;0;ei henkilövahinkoa;SF ;BC          ;17
8410686;14989888;14936216;2;XX;; ; ;-;NA;   ;            ;
8410686;14989972;14934839;1;KU;58;N; ;0;ei henkilövahinkoa;SF ;AB          ;28
8410616;14989632;14934536;1;KU;15;N; ;0;ei henkilövahinkoa;SF ;AM          ;
8410616;14989885;14936514;2;KU;73;M; ;0;ei henkilövahinkoa;SF ;ABE         ;45
8410821;14991089;14935326;1;KU;21;M; ;0;ei henkilövahinkoa;   ;B           ;
8410877;14989552;14935419;1;KU;53;M; ;L;loukkaantunut;SF ;ABE         ;35
8410878;14991158;14935699;1;KU;19;N; ;0;ei henkilövahinkoa;SF ;            ;
8410653;14990116;14934884;1;MA;29;N; ;L;loukkaantunut;SF ;            ;
8410653;14990116;14935777;1;KU;21;M;O;L;loukkaantunut;SF ;EI          ;
8410976;14989388;14935178;1;KU;24;N; ;0;ei henkilövahinkoa;SF ;B           ;
8411113;14990044;14934009;1;KU;63;M; ;0;ei henkilövahinkoa;   ;ABE         ;37
8410939;14989326;14935590;1;KU;19;M; ;0;ei henkilövahinkoa;SF ;            ;
8410687;14989628;14934355;1;XX;; ; ;-;NA;   ;            ;
8410687;14990536;14935611;2;XX;; ; ;-;NA;   ;            ;
8410296;14990024;14936584;2;KU;59;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;41
8410296;14991151;14934440;1;KU;40;N; ;L;loukkaantunut;SF ;ABEC        ;23
8410296;14991151;14936025;1;MA;2;M; ;0;ei henkilövahinkoa;SF ;            ;
8410940;14989468;14936648;2;XX;; ; ;-;NA;   ;            ;
8841543;15767107;15720310;1;KU;43;M; ;K;kuollut;   ;            ;
8410325;14989053;14935597;1;KU;57;M; ;0;ei henkilövahinkoa;SF ;ABECD       ;40
8410325;14989627;14935482;2;KU;51;M; ;L;loukkaantunut;SF ;ABC         ;
8410528;14989328;14936499;1;XX;; ; ;-;NA;   ;            ;
8410528;14990998;14935207;2;XX;; ; ;-;NA;   ;            ;
8411032;14989786;14933935;1;MA;82;N; ;L;loukkaantunut;SF ;            ;
8411032;14989786;14935299;1;KU;86;M; ;K;kuollut;SF ;ABE         ;49
8411032;14990689;14934217;2;KU;33;M; ;0;ei henkilövahinkoa;SF ;BECE        ;15
8410449;14989114;14936270;1;KU;15;M; ;0;ei henkilövahinkoa;SF ;AM          ;
8410449;14989458;14935483;2;KU;15;N; ;L;loukkaantunut;SF ;AM          ;
8410119;14989772;14935728;1;KU;18;M; ;0;ei henkilövahinkoa;SF ;            ;
8410119;14990774;14934163;2;KU;57;N; ;L;loukkaantunut;SF ;AB          ;34
8413678;14994523;14939975;1;KU;57;M; ;0;ei henkilövahinkoa;   ;AB          ;39
8413903;14994524;14939976;1;KU;39;M; ;0;ei henkilövahinkoa;SF ;B           ;22
8412999;14994525;14939977;1;KU;46;M; ;0;ei henkilövahinkoa;SF ;AB          ;28
8413187;14994526;14939978;1;KU;79;M; ;0;ei henkilövahinkoa;SF ;ABE         ;46
8413187;14994527;14939979;2;KU;58;M; ;L;loukkaantunut;   ;            ;
8413187;14994528;14939980;3;KU;70;M; ;0;ei henkilövahinkoa;   ;            ;
8413187;14994529;14939981;4;KU;62;M; ;0;ei henkilövahinkoa;   ;            ;
8413492;14994530;14939982;1;KU;49;N; ;L;loukkaantunut;SF ;ABE         ;31
8413492;14994531;14939983;2;KU;43;M; ;0;ei henkilövahinkoa;SF ;ABECE       ;25
8413492;14994531;14939984;2;MA;38;M; ;0;ei henkilövahinkoa;SF ;            ;
8414055;14994532;14939985;1;XX;; ; ;-;NA;   ;            ;
8413666;14994533;14939986;1;KU;27;N; ;0;ei henkilövahinkoa;SF ;B           ;9
8413666;14994534;14939987;2;JK;46;M; ;L;loukkaantunut;   ;            ;
8413993;14994535;14939988;1;KU;23;N; ;0;ei henkilövahinkoa;SF ;B           ;5
8413993;14994536;14939989;2;KU;16;N; ;L;loukkaantunut;SF ;M           ;1
8413746;14994537;14939990;1;KU;71;M; ;0;ei henkilövahinkoa;SF ;AB          ;48
8413746;14994538;14939991;2;KU;46;N; ;L;loukkaantunut;   ;            ;
8413493;14994539;14939992;1;KU;28;M;O;L;loukkaantunut;   ;EI          ;1
8412906;14994540;14939993;1;KU;74;N; ;L;loukkaantunut;   ;AB          ;46
8413026;14994541;14939994;1;KU;71;N; ;0;ei henkilövahinkoa;SF ;ABE         ;37
8413026;14994542;14939995;2;JK;22;N; ;L;loukkaantunut;   ;            ;
8413494;14994543;14939996;1;KU;69;M; ;0;ei henkilövahinkoa;SF ;AB          ;50
8413494;14994544;14939997;2;KU;13;M; ;0;ei henkilövahinkoa;   ;            ;
8412936;14994545;14939998;1;KU;20;M; ;0;ei henkilövahinkoa;SYR;B           ;
8412936;14994546;14939999;2;KU;49;N; ;0;ei henkilövahinkoa;SF ;AB          ;31
8413966;14994547;14940000;1;KU;26;M; ;L;loukkaantunut;SF ;BECEDE      ;8
8413333;14994548;14940001;1;KU;15;M; ;L;loukkaantunut;SF ;AM          ;
8413333;14994549;14940002;2;KU;58;N; ;0;ei henkilövahinkoa;SF ;ABE         ;39
8413106;14994550;14940003;1;KU;50;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;33
8413106;14994551;14940004;2;XX;; ; ;-;NA;   ;            ;
8413107;14994552;14940005;1;XX;; ; ;-;NA;   ;            ;
8413107;14994553;14940006;2;KU;76;M; ;0;ei henkilövahinkoa;SF ;AB          ;49
8413000;14994554;14940007;1;KU;27;M; ;0;ei henkilövahinkoa;SF ;BC          ;10
8413000;14994555;14940008;2;KU;51;N; ;0;ei henkilövahinkoa;SF ;AB          ;33
8412797;14994556;14940009;1;MA;53;N; ;L;loukkaantunut;SF ;            ;
8412797;14994556;14940010;1;KU;51;M; ;L;loukkaantunut;SF ;ABE         ;34
8413171;14994557;14940011;1;MA;45;M; ;L;loukkaantunut;T  ;            ;
8413171;14994557;14940012;1;MA;51;M; ;0;ei henkilövahinkoa;T  ;            ;
8413171;14994557;14940013;1;KU;63;M; ;0;ei henkilövahinkoa;T  ;            ;
8413171;14994557;14940014;1;MA;43;M; ;0;ei henkilövahinkoa;T  ;            ;
8413667;14994558;14940015;1;KU;15;M; ;L;loukkaantunut;   ;            ;
8413667;14994559;14940016;2;KU;56;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;39
8413108;14994560;14940017;2;XX;; ; ;-;NA;   ;            ;
8413699;14994561;14940018;1;KU;56;M; ;0;ei henkilövahinkoa;SF ;ABECE       ;38
8413699;14994562;14940019;2;KU;;M; ;0;ei henkilövahinkoa;SF ;            ;
8414138;14994563;14940020;1;KU;18;M;X;0;ei henkilövahinkoa;SF ;A1B         ;
8413496;14994564;14940021;1;KU;69;M; ;0;ei henkilövahinkoa;AUS;ABEC        ;
8413496;14994565;14940022;2;XX;; ; ;-;NA;   ;            ;
8413668;14994566;14940023;1;KU;45;M; ;0;ei henkilövahinkoa;SF ;AB          ;28
8413668;14994567;14940024;2;KU;11;N; ;L;loukkaantunut;SF ;            ;
8413747;14994568;14940025;1;KU;62;M; ;L;loukkaantunut;SF ;ABE         ;44
8413747;14994569;14940026;2;KU;46;M; ;0;ei henkilövahinkoa;SF ;            ;
8413704;14994570;14940027;1;KU;53;N; ;L;loukkaantunut;SF ;ABE         ;30
8413704;14994571;14940028;2;KU;48;M; ;L;loukkaantunut;SF ;ABC         ;27
8413395;14994572;14940029;1;KU;18;M; ;0;ei henkilövahinkoa;SF ;BC          ;
8413395;14994572;14940030;1;MA;18;N; ;0;ei henkilövahinkoa;SF ;            ;
8413109;14994573;14940031;1;KU;37;M; ;0;ei henkilövahinkoa;SF ;BC          ;19
8413109;14994574;14940032;2;KU;54;M; ;0;ei henkilövahinkoa;SF ;ABECEDE     ;36
8413982;14994575;14940033;1;KU;18;M;X;L;loukkaantunut;SF ;A1B         ;
8413110;14994576;14940034;1;XX;; ; ;-;NA;   ;            ;
8413110;14994577;14940035;2;XX;; ; ;-;NA;   ;            ;
8412937;14994578;14940036;1;KU;18;N; ;0;ei henkilövahinkoa;   ;            ;
8412937;14994579;14940037;2;KU;22;N; ;L;loukkaantunut;   ;            ;
8413367;14994580;14940038;1;KU;22;N; ;0;ei henkilövahinkoa;SF ;            ;
8413367;14994581;14940039;2;KU;71;N; ;0;ei henkilövahinkoa;SF ;            ;
8413252;14994582;14940040;1;KU;16;M; ;L;loukkaantunut;SF ;A1          ;1
8413252;14994583;14940041;2;KU;27;M; ;0;ei henkilövahinkoa;RUS;BECE        ;
8413253;14994584;14940042;1;KU;15;M;O;L;loukkaantunut;   ;EI          ;
8414098;14994585;14940043;1;KU;; ; ;0;ei henkilövahinkoa;   ;            ;
8413254;14994586;14940044;1;KU;18;N; ;0;ei henkilövahinkoa;SF ;B           ;
8413499;14994587;14940045;1;KU;38;N; ;K;kuollut;RUS;            ;
8413368;14994588;14940046;1;KU;16;N; ;L;loukkaantunut;SF ;AM          ;1
8413368;14994588;14940047;1;MA;16;N; ;0;ei henkilövahinkoa;SF ;            ;
8413368;14994589;14940048;2;KU;71;M; ;0;ei henkilövahinkoa;SF ;ABE         ;48
8413368;14994589;14940049;2;MA;68;N; ;L;loukkaantunut;SF ;            ;
8412762;14993670;14939000;1;MA;33;N; ;L;loukkaantunut;   ;            ;
8412762;14993670;14939001;1;MA;31;M; ;0;ei henkilövahinkoa;   ;            ;
8412762;14993670;14939002;1;KU;18;M; ;0;ei henkilövahinkoa;SF ;B           ;1
8413115;14994590;14940050;1;KU;15;N; ;L;loukkaantunut;SF ;            ;
8413115;14994590;14940051;1;MA;15;N; ;L;loukkaantunut;RUS;            ;
8412843;14994591;14940052;1;KU;59;M; ;0;ei henkilövahinkoa;SF ;ABE         ;41
8412843;14994592;14940053;2;KU;15;M; ;L;loukkaantunut;SF ;AM          ;
8412950;14994593;14940054;1;KU;67;N; ;0;ei henkilövahinkoa;SF ;AB          ;47
8412950;14994594;14940055;2;KU;15;M; ;L;loukkaantunut;SF ;AM          ;
8413475;14994595;14940056;1;KU;26;N; ;L;loukkaantunut;SF ;BE          ;8
8413161;14994596;14940057;1;KU;52;N; ;L;loukkaantunut;D  ;            ;
8460573;15056743;15003801;1;KU;73;M; ;0;ei henkilövahinkoa;SF ;ABC         ;48
8460573;15056744;15003802;2;KU;84;M; ;L;loukkaantunut;SF ;            ;
8460578;15056745;15003803;1;KU;70;M; ;0;ei henkilövahinkoa;SF ;ABE         ;47
8460578;15056745;15003804;1;MA;70;N; ;0;ei henkilövahinkoa;SF ;            ;
8413116;14994597;14940058;1;KU;18;N; ;0;ei henkilövahinkoa;SF ;            ;
8413116;14994598;14940059;2;XX;; ; ;-;NA;   ;            ;
8460265;15055591;15002597;1;KU;18;N;X;0;ei henkilövahinkoa;SF ;B           ;
8460728;15056746;15003805;1;KU;19;N; ;0;ei henkilövahinkoa;SF ;            ;
8461063;15056747;15003806;1;XX;; ; ;-;NA;   ;            ;
8461063;15056748;15003807;2;XX;; ; ;-;NA;   ;            ;
8460268;15055592;15002598;1;KU;30;M;O;0;ei henkilövahinkoa;SF ;EI          ;13
8460268;15055592;15002599;1;MA;21;N; ;0;ei henkilövahinkoa;SF ;            ;
8460268;15055592;15002600;1;MA;25;M; ;0;ei henkilövahinkoa;   ;            ;
8460660;15056749;15003808;1;KU;44;M; ;0;ei henkilövahinkoa;SF ;ABECEDE     ;26
8460660;15056750;15003809;2;KU;71;N; ;0;ei henkilövahinkoa;SF ;AB          ;31
8460909;15056751;15003810;1;KU;16;M; ;0;ei henkilövahinkoa;SF ;A           ;
8460909;15056752;15003811;2;KU;18;N; ;0;ei henkilövahinkoa;SF ;B           ;
8460910;15056753;15003812;1;XX;; ; ;-;NA;   ;            ;
8460910;15056754;15003813;2;XX;; ; ;-;NA;   ;            ;
8460348;15055593;15002601;1;MA;31;N; ;0;ei henkilövahinkoa;SF ;            ;
8460348;15055593;15002602;1;KU;33;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;14
8460348;15055594;15002603;2;KU;32;N; ;0;ei henkilövahinkoa;SF ;B           ;15
8460135;15055595;15002604;1;KU;22;M; ;L;loukkaantunut;SF ;A1B         ;3
8461123;15056755;15003814;1;KU;36;M; ;0;ei henkilövahinkoa;SF ;ABC         ;18
8461123;15056756;15003815;2;KU;83;M; ;0;ei henkilövahinkoa;SF ;AB          ;49
8461123;15056757;15003816;3;JK;27;M; ;L;loukkaantunut;   ;            ;
8460134;15055596;15002605;1;KU;32;M; ;0;ei henkilövahinkoa;SF ;AB          ;15
8460134;15055597;15002606;2;KU;71;M; ;0;ei henkilövahinkoa;SF ;ABE         ;48
8460134;15055597;15002607;2;MA;73;N; ;0;ei henkilövahinkoa;SF ;            ;
8461238;15056758;15003817;1;KU;20;M; ;0;ei henkilövahinkoa;SF ;B           ;
8461238;15056759;15003818;2;KU;18;M; ;0;ei henkilövahinkoa;SF ;B           ;
8460023;15055598;15002608;1;KU;35;M; ;L;loukkaantunut;   ;            ;
8460023;15055599;15002609;2;KU;19;M; ;0;ei henkilövahinkoa;SF ;A2B         ;2
8460833;15056760;15003819;1;XX;; ; ;-;NA;   ;            ;
8460833;15056761;15003820;2;KU;40;M; ;0;ei henkilövahinkoa;SF ;BE          ;23
8460608;15056762;15003821;1;KU;79;M; ;0;ei henkilövahinkoa;SF ;ABE         ;48
8460608;15056763;15003822;2;JK;87;M; ;L;loukkaantunut;   ;            ;
8460022;15055600;15002610;1;KU;52;N; ;0;ei henkilövahinkoa;SF ;ABE         ;35
8460022;15055601;15002611;2;KU;26;M; ;0;ei henkilövahinkoa;SF ;ABECE       ;5
8460729;15056764;15003823;1;KU;82;N; ;0;ei henkilövahinkoa;SF ;AB          ;34
8460729;15056765;15003824;2;KU;41;N; ;0;ei henkilövahinkoa;SF ;AB          ;24
8460133;15055602;15002612;1;KU;20;N; ;L;loukkaantunut;SF ;B           ;2
8460981;15056766;15003825;1;KU;47;M; ;L;loukkaantunut;SF ;ABEC        ;30
8459939;15055603;15002613;1;KU;60;M; ;0;ei henkilövahinkoa;SF ;ABE         ;42
8459939;15055604;15002614;2;MA;17;N; ;L;loukkaantunut;SF ;            ;
8459939;15055604;15002615;2;KU;24;M; ;0;ei henkilövahinkoa;SF ;B           ;6
8460834;15056767;15003826;1;KU;20;M; ;0;ei henkilövahinkoa;SF ;BECE        ;
8460834;15056768;15003827;2;KU;20;M; ;0;ei henkilövahinkoa;SF ;BECE        ;
8460834;15056769;15003828;3;KU;52;M; ;0;ei henkilövahinkoa;SF ;AB          ;34
8460581;15056770;15003829;1;XX;; ; ;-;NA;   ;            ;
8460913;15056771;15003830;1;KU;38;M; ;L;loukkaantunut;   ;            ;
8460913;15056771;15003831;1;MA;20;M; ;L;loukkaantunut;   ;            ;
8460913;15056771;15003832;1;MA;20;M; ;L;loukkaantunut;   ;            ;
8460913;15056771;15003833;1;MA;20;M; ;L;loukkaantunut;   ;            ;
8460623;15056772;15003834;2;KU;41;M; ;0;ei henkilövahinkoa;SF ;ABC         ;23
8460021;15055605;15002616;1;KU;51;N; ;0;ei henkilövahinkoa;SF ;ABC         ;33
8460021;15055606;15002617;2;KU;10;M; ;L;loukkaantunut;   ;            ;
8460263;15055607;15002618;1;KU;54;M;O;0;ei henkilövahinkoa;   ;EI          ;36
8460731;15056773;15003835;1;KU;59;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;41
8460731;15056774;15003836;2;KU;50;M; ;0;ei henkilövahinkoa;SF ;ABEC        ;32
8459938;15055608;15002619;1;KU;19;N; ;0;ei henkilövahinkoa;SF ;            ;
8460020;15055609;15002620;1;KU;79;N; ;L;loukkaantunut;SF ;B           ;46
8461128;15056775;15003837;1;KU;18;M; ;0;ei henkilövahinkoa;SF ;            ;
8460019;15055610;15002621;1;KU;72;N; ;0;ei henkilövahinkoa;   ;AB          ;44
8460836;15056776;15003838;1;KU;18;N;X;0;ei henkilövahinkoa;SF ;B           ;
8460732;15056777;15003839;1;KU;15;N; ;L;loukkaantunut;SF ;            ;
8460070;15055611;15002622;1;KU;41;M; ;0;ei henkilövahinkoa;SF ;BC          ;13
8460070;15055612;15002623;2;KU;43;M; ;0;ei henkilövahinkoa;RUS;B           ;
8460070;15055612;15002624;2;MA;35;N; ;0;ei henkilövahinkoa;RUS;            ;
8460984;15056778;15003840;1;KU;31;N; ;0;ei henkilövahinkoa;SF ;B           ;14
8460984;15056779;15003841;2;KU;32;M; ;L;loukkaantunut;   ;            ;
8460733;15056780;15003842;1;KU;76;N; ;0;ei henkilövahinkoa;SF ;AB          ;43
8460733;15056781;15003843;2;KU;22;M; ;L;loukkaantunut;SO ;            ;
8460837;15056782;15003844;1;KU;17;M; ;L;loukkaantunut;SF ;            ;
8459940;15055613;15002625;1;KU;20;M; ;L;loukkaantunut;SF ;B           ;1
8459940;15055613;15002626;1;MA;77;N; ;L;loukkaantunut;SF ;            ;
8459940;15055614;15002627;2;KU;80;M; ;L;loukkaantunut;SF ;ABE         ;48
